renamed	dataset	sample_type
ABCS_04935	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04936	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04937	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04938	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04939	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04940	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04941	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04942	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04943	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04944	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04945	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04946	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04947	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04948	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04949	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04950	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04951	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04952	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04953	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04954	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04955	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04956	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04957	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04958	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04959	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04960	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04961	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04962	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04963	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04964	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04965	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04966	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04967	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04968	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04969	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04970	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04971	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04972	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04973	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04974	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04975	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04976	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04977	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04978	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04979	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04980	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04981	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04982	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04983	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04984	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04985	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04986	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04987	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04988	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04989	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04990	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04991	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04992	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04993	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04994	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04995	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04996	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04997	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04998	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_04999	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05000	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05001	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05002	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05003	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05004	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05005	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05006	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05007	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05008	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05009	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05010	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05011	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05012	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05013	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05014	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05015	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05016	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05017	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05018	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05019	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05020	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05021	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05022	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05023	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05024	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05025	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05026	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05027	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05028	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05029	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05030	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05031	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05032	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05033	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05034	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05035	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05036	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05037	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05038	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_05039	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05040	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_05041	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05042	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05043	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05044	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05045	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05046	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05047	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05048	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_05049	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05050	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05051	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05052	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05053	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05054	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05055	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05056	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05057	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05058	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05059	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05060	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05061	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05062	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05063	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05064	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05065	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_05066	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05067	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05068	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05069	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05070	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_05071	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_05072	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05073	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_05074	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05075	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05076	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05077	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05078	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_05079	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05080	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05081	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05082	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_05083	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05084	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05085	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05086	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05087	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_05088	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_05089	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05090	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05091	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05092	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05093	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_05094	LAML_TARGET	Primary Blood Derived Cancer - Peripheral Blood
ABCS_05095	LAML_TARGET	Primary Blood Derived Cancer - Bone Marrow
ABCS_07228	OV	Primary Tumor
ABCS_07229	OV	Primary Tumor
ABCS_07230	OV	Primary Tumor
ABCS_07231	OV	Primary Tumor
ABCS_07232	OV	Primary Tumor
ABCS_07233	OV	Primary Tumor
ABCS_07234	OV	Primary Tumor
ABCS_07235	OV	Primary Tumor
ABCS_07236	OV	Primary Tumor
ABCS_07237	OV	Primary Tumor
ABCS_07238	OV	Primary Tumor
ABCS_07239	OV	Primary Tumor
ABCS_07240	OV	Primary Tumor
ABCS_07241	OV	Primary Tumor
ABCS_07242	OV	Primary Tumor
ABCS_07243	OV	Primary Tumor
ABCS_07244	OV	Primary Tumor
ABCS_07245	OV	Primary Tumor
ABCS_07246	OV	Primary Tumor
ABCS_07247	OV	Primary Tumor
ABCS_07248	OV	Primary Tumor
ABCS_07249	OV	Primary Tumor
ABCS_07250	OV	Primary Tumor
ABCS_07251	OV	Primary Tumor
ABCS_07252	OV	Primary Tumor
ABCS_07253	OV	Primary Tumor
ABCS_07254	OV	Primary Tumor
ABCS_07255	OV	Primary Tumor
ABCS_07256	OV	Primary Tumor
ABCS_07257	OV	Primary Tumor
ABCS_07258	OV	Primary Tumor
ABCS_07259	OV	Primary Tumor
ABCS_07260	OV	Primary Tumor
ABCS_07261	OV	Primary Tumor
ABCS_06051	LUAD	Primary Tumor
ABCS_06052	LUAD	Primary Tumor
ABCS_06053	LUAD	Primary Tumor
ABCS_06054	LUAD	Primary Tumor
ABCS_06055	LUAD	Primary Tumor
ABCS_06056	LUAD	Primary Tumor
ABCS_06057	LUAD	Primary Tumor
ABCS_06058	LUAD	Primary Tumor
ABCS_06059	LUAD	Primary Tumor
ABCS_06060	LUAD	Primary Tumor
ABCS_06061	LUAD	Primary Tumor
ABCS_06062	LUAD	Primary Tumor
ABCS_06063	LUAD	Primary Tumor
ABCS_06064	LUAD	Primary Tumor
ABCS_06065	LUAD	Primary Tumor
ABCS_06066	LUAD	Primary Tumor
ABCS_06067	LUAD	Primary Tumor
ABCS_06068	LUAD	Primary Tumor
ABCS_06069	LUAD	Primary Tumor
ABCS_06070	LUAD	Primary Tumor
ABCS_06071	LUAD	Primary Tumor
ABCS_06072	LUAD	Primary Tumor
ABCS_06073	LUAD	Primary Tumor
ABCS_06074	LUAD	Primary Tumor
ABCS_06075	LUAD	Primary Tumor
ABCS_06076	LUAD	Primary Tumor
ABCS_06077	LUAD	Primary Tumor
ABCS_06078	LUAD	Primary Tumor
ABCS_06079	LUAD	Primary Tumor
ABCS_06080	LUAD	Primary Tumor
ABCS_06081	LUAD	Primary Tumor
ABCS_06082	LUAD	Primary Tumor
ABCS_06083	LUAD	Primary Tumor
ABCS_06084	LUAD	Primary Tumor
ABCS_02794	GBM_normal	Solid Tissue Normal
ABCS_02795	GBM_normal	Solid Tissue Normal
ABCS_02796	GBM_normal	Solid Tissue Normal
ABCS_02797	GBM_normal	Solid Tissue Normal
ABCS_02798	GBM_normal	Solid Tissue Normal
ABCS_07262	OV	Primary Tumor
ABCS_07263	OV	Primary Tumor
ABCS_07264	OV	Primary Tumor
ABCS_07265	OV	Primary Tumor
ABCS_07266	OV	Primary Tumor
ABCS_07267	OV	Primary Tumor
ABCS_07268	OV	Primary Tumor
ABCS_07269	OV	Primary Tumor
ABCS_07270	OV	Primary Tumor
ABCS_07271	OV	Primary Tumor
ABCS_07272	OV	Primary Tumor
ABCS_07273	OV	Primary Tumor
ABCS_07274	OV	Primary Tumor
ABCS_07275	OV	Primary Tumor
ABCS_07276	OV	Primary Tumor
ABCS_07277	OV	Primary Tumor
ABCS_07278	OV	Primary Tumor
ABCS_07279	OV	Primary Tumor
ABCS_07280	OV	Primary Tumor
ABCS_07281	OV	Primary Tumor
ABCS_07282	OV	Primary Tumor
ABCS_07283	OV	Primary Tumor
ABCS_07284	OV	Primary Tumor
ABCS_07285	OV	Primary Tumor
ABCS_07286	OV	Primary Tumor
ABCS_07287	OV	Primary Tumor
ABCS_07288	OV	Primary Tumor
ABCS_07289	OV	Primary Tumor
ABCS_07290	OV	Primary Tumor
ABCS_07291	OV	Primary Tumor
ABCS_07292	OV	Primary Tumor
ABCS_07293	OV	Primary Tumor
ABCS_07294	OV	Primary Tumor
ABCS_07295	OV	Primary Tumor
ABCS_07296	OV	Primary Tumor
ABCS_07297	OV	Primary Tumor
ABCS_07298	OV	Primary Tumor
ABCS_07299	OV	Primary Tumor
ABCS_07300	OV	Primary Tumor
ABCS_07301	OV	Primary Tumor
ABCS_07302	OV	Primary Tumor
ABCS_07303	OV	Primary Tumor
ABCS_07304	OV	Primary Tumor
ABCS_07305	OV	Primary Tumor
ABCS_07306	OV	Primary Tumor
ABCS_07307	OV	Primary Tumor
ABCS_07308	OV	Primary Tumor
ABCS_07309	OV	Primary Tumor
ABCS_07310	OV	Primary Tumor
ABCS_07311	OV	Primary Tumor
ABCS_07312	OV	Recurrent Tumor
ABCS_07313	OV	Primary Tumor
ABCS_07314	OV	Primary Tumor
ABCS_07315	OV	Primary Tumor
ABCS_07316	OV	Primary Tumor
ABCS_07317	OV	Primary Tumor
ABCS_07318	OV	Primary Tumor
ABCS_07319	OV	Primary Tumor
ABCS_07320	OV	Primary Tumor
ABCS_07321	OV	Primary Tumor
ABCS_07322	OV	Primary Tumor
ABCS_07323	OV	Primary Tumor
ABCS_07324	OV	Primary Tumor
ABCS_07325	OV	Primary Tumor
ABCS_07326	OV	Primary Tumor
ABCS_07327	OV	Primary Tumor
ABCS_07328	OV	Primary Tumor
ABCS_07329	OV	Primary Tumor
ABCS_07330	OV	Primary Tumor
ABCS_07331	OV	Primary Tumor
ABCS_07332	OV	Primary Tumor
ABCS_07333	OV	Primary Tumor
ABCS_07334	OV	Primary Tumor
ABCS_07335	OV	Primary Tumor
ABCS_07336	OV	Primary Tumor
ABCS_07337	OV	Primary Tumor
ABCS_07338	OV	Primary Tumor
ABCS_07339	OV	Primary Tumor
ABCS_07340	OV	Primary Tumor
ABCS_07341	OV	Primary Tumor
ABCS_07342	OV	Primary Tumor
ABCS_07343	OV	Primary Tumor
ABCS_07344	OV	Primary Tumor
ABCS_07345	OV	Primary Tumor
ABCS_07346	OV	Primary Tumor
ABCS_07347	OV	Primary Tumor
ABCS_07348	OV	Primary Tumor
ABCS_07349	OV	Recurrent Tumor
ABCS_07350	OV	Primary Tumor
ABCS_07351	OV	Primary Tumor
ABCS_07352	OV	Primary Tumor
ABCS_07353	OV	Primary Tumor
ABCS_07354	OV	Primary Tumor
ABCS_07355	OV	Primary Tumor
ABCS_07356	OV	Primary Tumor
ABCS_07357	OV	Primary Tumor
ABCS_07358	OV	Primary Tumor
ABCS_07359	OV	Primary Tumor
ABCS_07360	OV	Primary Tumor
ABCS_07361	OV	Primary Tumor
ABCS_07362	OV	Primary Tumor
ABCS_07363	OV	Primary Tumor
ABCS_07364	OV	Primary Tumor
ABCS_07365	OV	Primary Tumor
ABCS_07366	OV	Primary Tumor
ABCS_07367	OV	Primary Tumor
ABCS_07368	OV	Primary Tumor
ABCS_07369	OV	Primary Tumor
ABCS_07370	OV	Primary Tumor
ABCS_07371	OV	Primary Tumor
ABCS_07372	OV	Primary Tumor
ABCS_07373	OV	Primary Tumor
ABCS_07374	OV	Recurrent Tumor
ABCS_07375	OV	Primary Tumor
ABCS_07376	OV	Primary Tumor
ABCS_07377	OV	Primary Tumor
ABCS_07378	OV	Primary Tumor
ABCS_07379	OV	Primary Tumor
ABCS_07380	OV	Primary Tumor
ABCS_07381	OV	Primary Tumor
ABCS_07382	OV	Primary Tumor
ABCS_07383	OV	Primary Tumor
ABCS_07384	OV	Primary Tumor
ABCS_07385	OV	Primary Tumor
ABCS_07386	OV	Primary Tumor
ABCS_07387	OV	Primary Tumor
ABCS_07388	OV	Primary Tumor
ABCS_07389	OV	Primary Tumor
ABCS_07390	OV	Primary Tumor
ABCS_07391	OV	Primary Tumor
ABCS_07392	OV	Primary Tumor
ABCS_07393	OV	Primary Tumor
ABCS_07394	OV	Primary Tumor
ABCS_07395	OV	Primary Tumor
ABCS_06618	LUSC	Primary Tumor
ABCS_06619	LUSC	Primary Tumor
ABCS_06620	LUSC	Primary Tumor
ABCS_06621	LUSC	Primary Tumor
ABCS_06622	LUSC	Primary Tumor
ABCS_06623	LUSC	Primary Tumor
ABCS_06624	LUSC	Primary Tumor
ABCS_06625	LUSC	Primary Tumor
ABCS_06626	LUSC	Primary Tumor
ABCS_06627	LUSC	Primary Tumor
ABCS_06628	LUSC	Primary Tumor
ABCS_06629	LUSC	Primary Tumor
ABCS_06630	LUSC	Primary Tumor
ABCS_06631	LUSC	Primary Tumor
ABCS_06632	LUSC	Primary Tumor
ABCS_06633	LUSC	Primary Tumor
ABCS_07396	OV	Primary Tumor
ABCS_07397	OV	Primary Tumor
ABCS_07398	OV	Primary Tumor
ABCS_07399	OV	Primary Tumor
ABCS_07400	OV	Primary Tumor
ABCS_07401	OV	Primary Tumor
ABCS_07402	OV	Primary Tumor
ABCS_07403	OV	Primary Tumor
ABCS_07404	OV	Primary Tumor
ABCS_06634	LUSC	Primary Tumor
ABCS_06635	LUSC	Primary Tumor
ABCS_06636	LUSC	Primary Tumor
ABCS_06637	LUSC	Primary Tumor
ABCS_06638	LUSC	Primary Tumor
ABCS_06639	LUSC	Primary Tumor
ABCS_06640	LUSC	Primary Tumor
ABCS_06641	LUSC	Primary Tumor
ABCS_06642	LUSC	Primary Tumor
ABCS_06643	LUSC	Primary Tumor
ABCS_06644	LUSC	Primary Tumor
ABCS_06645	LUSC	Primary Tumor
ABCS_06646	LUSC	Primary Tumor
ABCS_06647	LUSC	Primary Tumor
ABCS_06648	LUSC	Primary Tumor
ABCS_06649	LUSC	Primary Tumor
ABCS_06650	LUSC	Primary Tumor
ABCS_06651	LUSC	Primary Tumor
ABCS_06652	LUSC	Primary Tumor
ABCS_06653	LUSC	Primary Tumor
ABCS_06654	LUSC	Primary Tumor
ABCS_06655	LUSC	Primary Tumor
ABCS_06656	LUSC	Primary Tumor
ABCS_06657	LUSC	Primary Tumor
ABCS_06658	LUSC	Primary Tumor
ABCS_06659	LUSC	Primary Tumor
ABCS_06660	LUSC	Primary Tumor
ABCS_06661	LUSC	Primary Tumor
ABCS_06662	LUSC	Solid Tissue Normal
ABCS_06663	LUSC	Primary Tumor
ABCS_06664	LUSC	Primary Tumor
ABCS_06665	LUSC	Primary Tumor
ABCS_06666	LUSC	Solid Tissue Normal
ABCS_06667	LUSC	Primary Tumor
ABCS_06668	LUSC	Primary Tumor
ABCS_06669	LUSC	Primary Tumor
ABCS_06670	LUSC	Primary Tumor
ABCS_06671	LUSC	Solid Tissue Normal
ABCS_06672	LUSC	Primary Tumor
ABCS_06673	LUSC	Primary Tumor
ABCS_06674	LUSC	Primary Tumor
ABCS_06675	LUSC	Primary Tumor
ABCS_06676	LUSC	Primary Tumor
ABCS_06677	LUSC	Solid Tissue Normal
ABCS_06678	LUSC	Primary Tumor
ABCS_06679	LUSC	Primary Tumor
ABCS_06680	LUSC	Primary Tumor
ABCS_06681	LUSC	Primary Tumor
ABCS_06682	LUSC	Primary Tumor
ABCS_07405	OV	Primary Tumor
ABCS_07406	OV	Primary Tumor
ABCS_07407	OV	Primary Tumor
ABCS_07408	OV	Recurrent Tumor
ABCS_07409	OV	Primary Tumor
ABCS_07410	OV	Primary Tumor
ABCS_07411	OV	Primary Tumor
ABCS_07412	OV	Primary Tumor
ABCS_07413	OV	Primary Tumor
ABCS_07414	OV	Primary Tumor
ABCS_07415	OV	Primary Tumor
ABCS_07416	OV	Primary Tumor
ABCS_07417	OV	Primary Tumor
ABCS_07418	OV	Primary Tumor
ABCS_07419	OV	Primary Tumor
ABCS_07420	OV	Primary Tumor
ABCS_07421	OV	Primary Tumor
ABCS_07422	OV	Primary Tumor
ABCS_07423	OV	Primary Tumor
ABCS_07424	OV	Primary Tumor
ABCS_07425	OV	Primary Tumor
ABCS_07426	OV	Primary Tumor
ABCS_07427	OV	Primary Tumor
ABCS_07428	OV	Primary Tumor
ABCS_07429	OV	Primary Tumor
ABCS_07430	OV	Primary Tumor
ABCS_07431	OV	Primary Tumor
ABCS_07432	OV	Primary Tumor
ABCS_07433	OV	Primary Tumor
ABCS_07434	OV	Primary Tumor
ABCS_07435	OV	Primary Tumor
ABCS_07436	OV	Primary Tumor
ABCS_07437	OV	Primary Tumor
ABCS_07438	OV	Primary Tumor
ABCS_07439	OV	Primary Tumor
ABCS_07440	OV	Primary Tumor
ABCS_07441	OV	Primary Tumor
ABCS_07442	OV	Primary Tumor
ABCS_07443	OV	Primary Tumor
ABCS_07444	OV	Primary Tumor
ABCS_07445	OV	Primary Tumor
ABCS_07446	OV	Primary Tumor
ABCS_07447	OV	Primary Tumor
ABCS_07448	OV	Primary Tumor
ABCS_07449	OV	Primary Tumor
ABCS_07450	OV	Primary Tumor
ABCS_07451	OV	Primary Tumor
ABCS_07452	OV	Primary Tumor
ABCS_07453	OV	Primary Tumor
ABCS_07454	OV	Primary Tumor
ABCS_07455	OV	Primary Tumor
ABCS_07456	OV	Primary Tumor
ABCS_07457	OV	Primary Tumor
ABCS_07458	OV	Primary Tumor
ABCS_07459	OV	Primary Tumor
ABCS_07460	OV	Primary Tumor
ABCS_07461	OV	Primary Tumor
ABCS_07462	OV	Primary Tumor
ABCS_07463	OV	Primary Tumor
ABCS_07464	OV	Primary Tumor
ABCS_07465	OV	Primary Tumor
ABCS_07466	OV	Primary Tumor
ABCS_07467	OV	Primary Tumor
ABCS_07468	OV	Primary Tumor
ABCS_07469	OV	Primary Tumor
ABCS_07470	OV	Primary Tumor
ABCS_07471	OV	Primary Tumor
ABCS_07472	OV	Primary Tumor
ABCS_07473	OV	Primary Tumor
ABCS_07474	OV	Primary Tumor
ABCS_07475	OV	Primary Tumor
ABCS_07476	OV	Primary Tumor
ABCS_07477	OV	Primary Tumor
ABCS_07478	OV	Primary Tumor
ABCS_07479	OV	Primary Tumor
ABCS_07480	OV	Primary Tumor
ABCS_07481	OV	Primary Tumor
ABCS_07482	OV	Primary Tumor
ABCS_07483	OV	Primary Tumor
ABCS_07484	OV	Primary Tumor
ABCS_07485	OV	Primary Tumor
ABCS_07486	OV	Primary Tumor
ABCS_07487	OV	Primary Tumor
ABCS_07488	OV	Primary Tumor
ABCS_07489	OV	Primary Tumor
ABCS_07490	OV	Primary Tumor
ABCS_07491	OV	Primary Tumor
ABCS_07492	OV	Primary Tumor
ABCS_07493	OV	Primary Tumor
ABCS_07494	OV	Primary Tumor
ABCS_07495	OV	Primary Tumor
ABCS_07496	OV	Primary Tumor
ABCS_07497	OV	Primary Tumor
ABCS_07498	OV	Primary Tumor
ABCS_07499	OV	Primary Tumor
ABCS_07500	OV	Primary Tumor
ABCS_07501	OV	Primary Tumor
ABCS_07502	OV	Primary Tumor
ABCS_07503	OV	Primary Tumor
ABCS_07504	OV	Primary Tumor
ABCS_07505	OV	Primary Tumor
ABCS_07506	OV	Primary Tumor
ABCS_07507	OV	Primary Tumor
ABCS_07508	OV	Primary Tumor
ABCS_07509	OV	Primary Tumor
ABCS_07510	OV	Primary Tumor
ABCS_07511	OV	Primary Tumor
ABCS_07512	OV	Primary Tumor
ABCS_07513	OV	Primary Tumor
ABCS_07514	OV	Primary Tumor
